Customer ID,Customer Name,Office Name,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,OFFER RECC,Email Address,Sent,F/U Sent
1108,OCOTILLO,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,ocotillo@pricecommunities.com,Sent,
1110,FRONTIER EAST,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,santoravillasapts-fb@m.knck.io,Sent,
1117,RESIDENCE AT LAKE JACKSON,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,manager.rlj@centrapartners.com,Sent,
1121,PROVIDENCE KUYKENDAHL COURT,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,pkc@blazerrealestate.com,Sent,
1130,HOMETOWNE AT PICADILLY,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,manager@hometownepicadilly.com,Sent,
1147,VILLAS ON NUECES,Ecoteam Austin,,,,,,,,,,Offer FPCO,office@villasonnueces.com,Sent,
1152,NORTH CREEK,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,linsey.burnside@rpmliving.com,Sent,
1153,HEATHERWILDE PARK,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,live@coveatheatherwilde.com,Sent,
1154,BAXTER AT WESTWOOD,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,baxteratwestwood@rpmliving.com,Sent,
1156,WALDEN SQUARE HOMES,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,waldensquare@avenue5apt.com,Sent,
1158,ELEMENT,Ecoteam Austin,,,,,,,,,,Offer FPCO,ELEMENTAUSTIN@RESPROP.COM,Sent,
1162,WIND RIVER CROSSING,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,xwr@westdale.com,Sent,
1165,AVENUE AT SAN MARCOS,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,salbright@avesanmarcos.com,,
1172,ARTS AT TURTLE CREEK,Ecoteam Austin,,,,,,,,,,Offer FPCO,ddenn@resprop.com,,
1174,PEAKS NW HILL,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,peaksnwhills@rpmliving.com,,
1175,AUSTIN CITY LIGHTS,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,leasing@austincitylightsapt.com,,
1178,DISCOVERY VILLAGE AT ALLIANCE TOWN CENTER,Ecoteam DFW,,,,,,,,,,Offer FPCO,jwauson@discoveryvillages.com,,
1180,THREE77PARK,Ecoteam DFW,,,,,,,,,,Offer FPCO,,,
1185,SPRING OAKS,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,springoaks@burlingtoncapital.com,,
1195,NORTHAVEN TERRACE,Ecoteam DFW,,,,,,,,,,Offer FPCO,northaven@wehnermultifamily.com,,
1196,HALCYON CASTLE HILLS FKA Provenza,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,joshua.coburn@rpmliving.com,,
1198,COLONIES,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,frenchell.henson@assetliving.com,,
1201,MARIPOSA AT SPRING HOLLOW,Ecoteam DFW,,,,,,,,,,Offer FPCO,Gloria.LopezEurope@Dominiuminc.com,,
1205,MADISON POINT,Ecoteam DFW,,,,,,,,,,Offer FPCO,madisonpoint@wilhoitproperties.com,,
1207,CP Grassmere,Ecoteam DFW,,,,,,,,,,Offer FPCO,syncresidential@gmail.com,,
1215,MARIPOSAÂ AT ELK DRIVE,Ecoteam DFW,,,,,,,,,,Offer FPCO,med@bonnercarrington.com,,
1216,LAKELAND,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,manager@lakelandapt.com,,
1218,WOODCHASE,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,,,
1220,INDIAN CREEK,Ecoteam DFW,,,,,,,,,,Offer FPCO,indiancreek@myapartmenthome.com,,
1224,JUNCTION CROSSING,Ecoteam DFW,,,,,,,,,,Offer FPCO,junctioncrossing@rpmliving.com,,
1226,SPRING PARC,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,springparc.pm@cafmanagement.com,,
1232,APPIAN WAY,Ecoteam DFW,,,,,,,,,,Offer FPCO,appianwaymanager@uaginc.com,,
1233,ARBORETUM ESTATES,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,arboretum2@cafmanagement.com,,
1234,WATERFORD AT SPENCER OAKS,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,"waterford@allied-orion.com,krutledge@aogliving.com",,
1242,PARK ON WHITEHURST,Ecoteam DFW,,,,,,,,,,Offer FPCO,domingo@premgmt.com,,
1245,MCFARLIN,Ecoteam DFW,,,,,,,,,,Offer FPCO,katy@wellsasset.com,,
1251,BROADMOOR VILLAS,Ecoteam DFW,,,,,,,,,,Offer FPCO,broadmoor@ameqproperties.com,,
1254,CEDAR BEND,Ecoteam DFW,,,,,,,,,,Offer FPCO,manager@cedarbendapts.com,,
1259,CRAWFORD PARK,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,crawfordparkmgr@somliving.com,,
1263,BROWNSTONE,Ecoteam DFW,,,,,,,,,,Offer FPCO,brownstonemgr@devonshire.biz,,
1266,CREST OASIS,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,"dpuentes@crestasset.com,oasis@crestasset.com",,
1267,SHILOH PARK,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,shilohpark@nextwavepm.com,,
1270,STONEBROOK VILLAGE,Ecoteam DFW,,,,,,,,,,Offer FPCO,e8485.manager1@capstonemanagement.com,,
1271,PACIFICA,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,"pacifica.pm@cafmanagement.com,michael@cafmanagement.com",,
1272,HEIGHTS OF CITYVIEW,Ecoteam DFW,,,,,,,,,,Offer FPCO,heightsofcityview@rpmliving.com,,
1273,BIRCHWOOD,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,birchwood@sandalwoodmgt.com,,
1279,GLEN ROSE PARK,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,glenroseparkassistant@uaginc.com,,
1286,HUNTERS HILL,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,huntershill@lumapm.com,,
1287,AMERICAN BEAUTY,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,americanbeautymgr@richmarkproperties.com,,
1289,VILLAGE GREEN AT BEAR CREEK,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,vgleasing@livenjoymgt.com,,
1290,PARKFORD OAKS,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,manager@parkfordoaks.com,,
1293,VILLAGE JOHNSON CREEK,Ecoteam DFW,,,,,,,,,,Offer FPCO,johnsoncreek@sandalwoodmgt.com,,
1294,WATERFORD PLACE,Ecoteam DFW,,,,,,,,,,Offer FPCO,syncresidential@gmail.com,,
1296,1303 MAIN,Ecoteam DFW,,,,,,,,,,Offer FPCO,mpurnell@harborgroupmanagement.com,,
1297,PARKS EDGE & PARKS EDGE 3,Ecoteam DFW,,,,,,,,,,Offer FPCO,syncresidential@gmail.com,,
1300,SPRINGDALE,Ecoteam DFW,,,,,,,,,,Offer FPCO,springdalehc@asmtexas.com,,
1310,ARLINGTON OAKS,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,"arlingtonoaks@sandalwoodmgt.com,felicity.barron@sandalwoodmgt.com",,
1313,CREST CENTREPORT,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,,,
1319,OAK FOREST,Ecoteam DFW,,,,,,,,,,Offer FPCO,oakforestmgr@tamresidential.com,,
1330,WOODS,Ecoteam DFW,,,,,,,,,,Offer FPCO,woodsmanager@amboproperties.com,,
1333,WATERSIDE,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,waterside@maderaresidential.com,,
1334,LOOKOUT LAKE HIGHLAND,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,lookout@livehilltop.com,,
1337,PATIOS OF MCKINNEY,Ecoteam DFW,,,,,,,,,,Offer FPCO,PATIOSMCKINNEY@CUSHWAKE.COM,,
1338,KELLER SPRINGS CROSSING,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,kellersprings.am@cafmanagement.com,,
1342,ALTA TREND DESIGN DIST,Ecoteam DFW,,,,,,,,,,Offer FPCO,live@altadesigndistrict.com,,
1363,STANDARD AT BOSWELL MARKETPLACE,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,07490.manager1@capstonemanagement.com,,
1365,MADISON AT WESTINGHOUSE,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,madisonatwestinghouse@rpmliving.com,,
1377,MANSIONS AT TIMBERLAND,Ecoteam DFW,,,,,,,,,,Offer FPCO,leasing@mansionsattimberland.com,,
1379,DAVENPORT I & II,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,"dpt@westdale.com,ALEJANDRA.RAMIREZ@WESTDALE.COM",,
1382,SOCO AT ALPINE,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,socoatalpine@cirrusami.com,,
1388,DEBUT SOCO,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,debutsoco@kairoi.com,,
1392,MUELLER FLATS,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,muellerflats@firmusmgmt.com,,
1397,PALLADIUM ANNA,Ecoteam DFW,,,,,,,,,,Offer FPCO,rayala@palladiumusa.com,,
1410,OVERTURE MUELLER,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,overturemueller@greystar.com,,
1429,AZURE,Ecoteam Austin,,,,,,,,,,Offer FPCO,azureleasing@property-society.com,,
1430,OXFORD AT SONTERRA,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,sonterramgr@oxfordmanagement.com,,
1433,RAVINIA,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade, TheRaviniamgr@greystar.com,,
1434,VILLAS AT BABCOCK,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,VillasatBabcock@americancampus.com,,
1439,ARTESSA AT QUARRY VILLAGE,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,artessamgr@greystar.com,,
1442,INFINITY AT THE RIM,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,infinityrim@greystar.com,,
1444,LEXINGTON,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,lmartinez68@nfiapartments.com,,
1486,ERYNGO HILLS,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,merwilliams@willowbrookpc.com,,
1487,ARBORS AT CREEEKSIDE,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,"0692@nationalchurchresidences.org,5053@nationalchurchresidences.org",,
1491,COMMERCE GARDENS,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,araceli@silverstonemgmt.com,,
1492,ARABELLA,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,eric.rivera@cscapartments.com,,
1496,RESIDENCES SOLM VILLAGE,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,solmsvillage@kittleproperties.com,,
1497,68 APTS,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,VCARBONARI@PLACEMAKR.COM,,
1501,ANTHONY AT CANYON SPRINGS,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,acsmanager@stmkmgmt.com,,
1649,VILLAS AT MUELLER,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,letty.martinez@rpmliving.com,,
1650,WOODCHASE,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,,,
1655,PRESERVE AT TURTLE CREEK,Ecoteam DFW,,,,,,,,,,Offer FPCO,patcmgr@karyamanagement.com,,
1658,PARKLAND POINTE,Ecoteam DFW,,,,,,,,,,Offer FPCO,mburns@aogliving.com,,
1660,OVERTURE ARBORETUM,Ecoteam Austin,,,,,,,,,,Offer FPCO,overturearboretum@greystar.com,,
1662,MARQUIS DOMINION,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,marquisdominion@cwsapartments.com,,
1665,CORONADO,Ecoteam DFW,,,,,,,,,,Offer FPCO,coronado@voa.org,,
1666,ARIVA - WOODWAY GREEN,Ecoteam DFW,,,,,,,,,,Offer FPCO,ap.ariva@towermultifamily.com,,
1668,EAGLES POINT,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,eaglespointmgr@richmarkproperties.com,,
1680,TIDES AT LAKE VILLAGE,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,emmy.george@rpmliving.com,,
1683,BARRETT CREEK,Ecoteam DFW,,,,,,,,,,Offer FPCO,"barrettcreek@us-pc.com,dstone@us-pc.com",,
1688,HAMILTON,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,manager@thehamilton-austin.com,,
1689,SUMMIT RIDGE,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,summitridge@bridgepm.com,,
1693,RETREAT,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,"cahughes@americancampus.com,INVOICES@AMERICANCAMPUS.COM",,
1695,SPRINGFIELD,Ecoteam Hou,,,,,,,,,,Offer FPCO,SPRINGFIELD@PARAWESTMANAGEMENT.COM,,
1696,ARISE TEXAS CITY,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,tradewinds@teamarise.org,,
1699,SILVER CREEK,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,silvercreek@churchillforge.com,,
1701,TIDES AT MEADOWBROOK,Ecoteam DFW,,,,,,,,,,Offer FPCO,jessica.blanco@fpimgt.com,,
1702,WOODLANDS OF DENTON,Ecoteam DFW,,,,,,,,,,Offer FPCO,Amanda.zayas@assetliving.com,,
1703,REGATTA,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,regattaapts@cottonwoodres.com,,
1724,FULTON PLAZA,Ecoteam Hou,,,,,,,,,,Offer FPCO,fultonplaza@parawestmanagement.com,,
1729,VERIDIAN PLACE,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,veridianplace@uaginc.com,,
1734,UNIVERSITY COLLEGE,Ecoteam Hou,,,,,,,,,,Offer FPCO,dgardner@americancampus.com,,
1735,AUGUSTA WOODS,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,AUGUSTAWOODS@BLAZERREALESTATE.COM,,
1736,PEARL AT OYSTER CREEK,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,pearlatoystercreek@gmail.com,,
1740,SEVILLE UPTOWN,Ecoteam DFW,,,,,,,,,,Offer FPCO,sevilleuptown@greystar.com,,
1743,FAIR PARK,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,fairpark@rpmliving.com,,
1751,RESERVE AT ENGEL ROAD,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,reserve.engel@mvahpartners.com,,
1754,CASA DE GRANDE,Ecoteam Hou,,,,,,,,,,Offer FPCO,casadegrande@parawestmanagement.com,,
1755,IDLEWOOD PARK,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,idlewoodpark@parawestmanagement.com,,
1758,TRAILS OF SUMMER CREEK,Ecoteam DFW,,,,,,,,,,Offer FPCO,tsc@pegasusresidential.com,,
1759,WESTMOUNT BRAESRIDGE,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,braesridge@parawestmanagement.com,,
1782,MAGNOLIA HEIGHTS,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,,,
1784,STONEY RIDGE,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,stoney@churchillforge.com,,
1786,ASCENT AT WALNUT CREEK,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,walnutcreekcm@redstoneresidential.com,,
1787,AVANA SUGAR LAND,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,avanasugarlandmgr@greystar.com,,
1793,RED POINT OF SAN MARCOS,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,live@redpoint-sanmarcos.com,,
1794,UPTOWN SQUARE,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,,,
1798,HOMES OF PARKER COMMONS,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,DBUTLER@AOGLIVING.COM,,
1807,HERITAGE,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,heritage@blazerrealestate.com,,
1809,SPRINGS AT LIVE OAK,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,liveoak-officeemail@cproperties.com,,
1814,GROVE AT PINEMONT,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,"thegrove@parawestmanagement.com,thegroveam@parawestmanagement.com",,
1823,FREDERICK,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,eckertheights@sandalwoodmgt.com,,
1825,PARC AT WALL STREET,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,parcatwallstreetmgr@greystar.com,,
1828,SEVILLE AT CLAY CROSSING,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,"sevilleleasing@irliving.com,SEVILLEMGR@IRLIVING.COM",,
1830,PARKWAY EAST TOWNHOMES,Ecoteam DFW,,,,,,,,,,Offer FPCO,parkwayeastths@gmail.com,,
1831,BUTLER BROTHERS BLDG,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,live1@butlerbrothersbuilding.com,,
1834,CARMEL AT DEERFIELD,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,scastaneda@anterra.com,,
1837,VENTANA AT SPRING VALLEY,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,"ventana@ticommunities.com,noemi.correa@ticommunities.com",,
1841,KENTON PLACE,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,kentonplace@dgeinvestments.com; angel.artiga@dgeinvestments.com,,
1842,AUBERGE OF BURLESON,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,infoaubergeburleson@nemanagement.net,,
1843,OCONNOR OAKS,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,rachel@jmbgroupllc.com,,
1845,MOSS LANDING,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,anna.escamilla@redstoneresidential.com,,
1846,RESIDENCES MED CNTR,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,residencesleasing@kairoi.com,,
1847,HARRISON GRANT TOWNHOMES,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,balconesuf@gmail.com,,
1849,CREEKSTONE,Ecoteam Austin,,,,,,,,,,Offer FPCO,khernandez@kairoi.com,,
1850,MUELLER CROSSING,Ecoteam Austin,,,,,,,,,,Offer FPCO,leasing@muellercrossing.com,,
1856,REATA ALAMO RANCH,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,reatamgr@valiantresidential.com,,
1860,MAGNOLIA STATION,Ecoteam DFW,,,,,,,,,,Offer FPCO,magnoliastation@rpmliving.com,,
1864,DK RIATA,Ecoteam Austin,,,,,,,,,,Offer FPCO,riata@griffisresidential.com,,
1867,SPRINGS ROUND ROCK,Ecoteam Austin,,,,,,,,,,Offer FPCO,roundrock-officeemail@cproperties.com,,
1870,ROW,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,row@djetexas.com,,
1874,BRISTOL HEIGHTS,Ecoteam Austin,,,,,,,,,,Offer FPCO,srauder@livehilltop.com,,
1875,WERX,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,werxam@djetexas.com,,
1877,RILEY,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,,,
1880,WEST OAKS,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,gpargas@dayrise.com,,
1882,ASPECT,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,aspect.pm@cafmanagement.com,,
1887,NALLE WOODS,Ecoteam Austin,,,,,,,,,,Offer FPCO,nallewoods@morningsideusa.com,,
1890,POINTE SAN MARCOS,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,"pointesanmarcos@assetliving.com,lauren.garza@assetliving.com",,
1894,WILDWOOD,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,wildwood.manager@clearpm.com,,
1899,TRAILING VINE PLACE,Ecoteam Hou,,,,,,,,,,Offer FPCO,ndelacruz@urbansw.com,,
1900,4600 ROSS,Ecoteam DFW,,,,,,,,,,Offer FPCO,4600ross@cushwake.com,,
1901,EMLI AT LIBERTY CROSSING,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,"emlilibertycrossing@assetliving.com,gokulnath.sivakumar@assetliving.com",,
1902,DISCOVERY PARK,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,awaller@nemanagement.net,,
1903,RESIDENCE AT MIDTOWN,Ecoteam DFW,,,,,,,,,,Offer FPCO,manager@residenceatmidtown.com,,
1906,REPUBLIC ALAMO HEIGHTS,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,republicmanager@irliving.com,,
1910,RANCH AT WEST END,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,westend@uaginc.com,,
1911,COPELAND,Ecoteam Austin,,,,,,,,,,Offer FPCO,thecopeland@rpmliving.com,,
1913,VILLAGE AT MORNINGSTAR,Ecoteam Hou,,,,,,,,,,Offer FPCO,ammorningstar@dmacompanies.com,,
1914,MORNINGSTAR VILLAS,Ecoteam Hou,,,,,,,,,,Offer FPCO,AMMORNINGSTAR@DMACOMPANIES.COM,,
1927,Atlas PT Prestonwood,Ecoteam DFW,,,,,,,,,,Offer FPCO,htaylor@allurelife.com,,
1929,EDISON,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,edison@assetliving.com,,
1932,SPRINGS AT LAKELINE,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,lakeline-officeemail@cproperties.com,,
1933,BRITTANY SQUARE,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,"inavarro@urbansw.com,kgravenburg@urbansw.com",,
1936,MONTECITO,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,montecitotxmgr@greystar.com,,
1938,RANCH AT SIENNA PLANTATION,Ecoteam Hou,,,,,,,,,,Offer FPCO,sparker@maderaresidential.com,,
1940,HARRIGAN ALAMO HEIGHTS,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,TSMITH@rpitx.com,,
1942,WILDER,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,asstmgr@wildertx.com,,
1945,LANE AT WATERWAY,Ecoteam Hou,,,,,,,,,,Offer FPCO,,,
1946,BELMONT,Ecoteam DFW,,,,,,,,,,Offer FPCO,thebelmont@bhmanagement.com,,
1949,URBAN CREST,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,"rent@urbancrestapts.com,cgalloway@morningsideusa.com",,
1962,LORETTO AT CREEKSIDE,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,Emilia.Martinez@LiveWellCE.com,,
1964,FIVE TWO AT HIGHLAND,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,fivetwo@bellpartnersinc.com,,
1970,CREEKSIDE CONDOS,Ecoteam Austin,,,,,,,,,,Offer FPCO,,,
1974,ACACIA CLIFFS,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,acaciacliffsmanager@pricecommunities.com,,
1976,CYPRESS,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,Cypressmgr@Knightvest.com,,
1978,BROOKSIDE GARDENS,Ecoteam Hou,,,,,,,,,,Offer AIR Upgrade,,,
1981,CREST AT ILLINOIS,Ecoteam DFW,,,,,,,,,,Offer FPCO,thecrestleasing@rdecapitalgroup.com,,
1987,LENOX SOCO,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,"pm.lenoxsoco@avenue5apt.com,lenoxsoco@avenue5apt.com",,
1988,TACARA WESTPOINTE,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,tacarawestpointe@greystar.com,,
1990,COLTON,Ecoteam DFW,,,,,,,,,,Offer FPCO,invoice-oht@openhouse-group.com,,
1991,CAROLINA,Ecoteam DFW,,,,,,,,,,Offer FPCO,kyjuana.johnson@openhouse-group.com,,
1995,THE BROOK,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,"aroberson@maderaresidential.com,thebrookfrisco@maderaresidential.com",,
1996,MARIPOSA AT SOUTH BROADWAY,Ecoteam DFW,,,,,,,,,,Offer FPCO,,,
1999,STALLION RIDGE,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,,,
2000,CALIZA LUXURY,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,calizamgr@greystar.com,,
2003,MASON,Ecoteam DFW,,,,,,,,,,Offer FPCO,mason@lumapm.com,,
2008,GATEWAY PINES,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,gatewaypines@valiantresidential.com,,
2011,WHISPER HOLLOW,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,whisperhollow.mgr@adaracommunities.com,,
2017,CYPRESS CREEK HAZELWOOD,Ecoteam DFW,,,,,,,,,,Offer FPCO,dana.beckstead@bonnerkarrington.com,,
2021,REVEAL AT ONION CREEK,Ecoteam Austin,,,,,,,,,,Offer FPCO,onioncreek@berkshireresi.com,,
2024,HERITAGE PLAZA,Ecoteam San Antonio,,,,,,,,,,Offer FPCO,heritageplaza@theguild.co,,
2025,LEANDER PARK,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,leanderpark@greystar.com,,
2026,MARLOWE,Ecoteam Austin,,,,,,,,,,Offer FPCO,"leasing@themarloweaustin.com,invoices@themarloweaustin.com,crogers@themarloweaustin.com",,
2027,VILLAS AT HERITAGE,Ecoteam Hou,,,,,,,,,,Offer FPCO,HERITAGE55@BLAZERREALESTATE.COM,,
2029,EVERLEIGH LAKELINE,Ecoteam Austin,,,,,,,,,,Offer FPCO,everleighlakeline@greystar.com,,
2031,TACARA STONE OAK,Ecoteam San Antonio,,,,,,,,,,Offer AIR Upgrade,tacara.mgr@adaracommunities.com,,
2036,BARTON HILLS PARK PLACE,Ecoteam Austin,,,,,,,,,,Offer FPCO,info@bartonhillsapts.com,,
2038,SUNRISE BLUFFS,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,"sunrisebluffs.mgr@adaracommunities.com,Julie.wessell@adaracommunities.com",,
2043,THINKEAST,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,thinkeastmgr@apcommunities.com,,
2047,OAKWAY MANOR,Ecoteam DFW,,,,,,,,,,Offer FPCO,manager@thewoodsirving.com,,
2050,REVEAL 54,Ecoteam Austin,,,,,,,,,,Offer FPCO,reveal54@berkshireresi.com,,
2052,OAKWOOD CREST,Ecoteam DFW,,,,,,,,,,Offer FPCO,sibhomes@gmail.com,,
2056,BEXLEY SOCO,Ecoteam Austin,,,,,,,,,,Offer FPCO,bexleysoco@weinsteinproperties.com,,
2062,GRAND AT DOMAIN,Ecoteam Austin,,,,,,,,,,Offer FPCO,"TMATTHEWS@LIVEHILLTOP.COM,qgriswold@livehilltop.com",,
2063,PLACE AT 1825,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,"lease1825@mccompanies.com,cbuckley@mccompanies.com",,
2070,PEACHTREE SR LVNG,Ecoteam DFW,,,,,,,,,,Offer FPCO,peachtreeseniormanager@raineypm.com,,
2079,HARLOWE,Ecoteam DFW,,,,,,,,,,Offer AIR Upgrade,,,
2080,HIGH POINT VILLAGE,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,highpoint@adaracommunities.com,,
2083,31ST STREET CONDOS,Ecoteam Austin,,,,,,,,,,Offer FPCO,,,
2085,VINTAGE & TEXAS,Ecoteam Austin,,,,,,,,,,Offer FPCO,,,
2086,BLOCK,Ecoteam Austin,,,,,,,,,,Offer FPCO,,,
2088,CASA 39,Ecoteam Austin,,,,,,,,,,Offer AIR Upgrade,,,
